"participant","scenario","epistemic_condition","hadto","probablity","morality","normality"
269,"scenario 13","knowledge","51","40","50","10"
279,"scenario 13","knowledge","7","0","0","0"
288,"scenario 13","knowledge","6","13","24","8"
294,"scenario 13","knowledge","29","40","50","50"
295,"scenario 13","knowledge","0","0","0","0"
296,"scenario 13","knowledge","14","24","14","27"
299,"scenario 13","knowledge","8","14","12","9"
307,"scenario 13","knowledge","15","8","5","8"
309,"scenario 13","knowledge","0","50","66","63"
310,"scenario 13","knowledge","50","49","71","71"
318,"scenario 13","knowledge","0","31","100","35"
325,"scenario 13","knowledge","0","23","0","0"
326,"scenario 13","knowledge","0","0","50","0"
333,"scenario 13","knowledge","0","4","2","0"
336,"scenario 13","knowledge","0","5","0","0"
338,"scenario 13","knowledge","80","71","85","79"
340,"scenario 13","knowledge","8","7","6","3"
348,"scenario 13","knowledge","0","0","0","0"
351,"scenario 13","knowledge","18","80","100","77"
358,"scenario 13","knowledge","0","0","0","0"
361,"scenario 13","knowledge","14","11","60","81"
366,"scenario 13","knowledge","65","70","83","97"
373,"scenario 13","knowledge","0","0","0","0"
374,"scenario 13","knowledge","0","0","0","0"
380,"scenario 13","knowledge","0","64","71","75"
382,"scenario 13","knowledge","0","14","51","21"
386,"scenario 13","knowledge","0","0","28","0"
391,"scenario 13","knowledge","21","35","29","23"
396,"scenario 13","knowledge","0","0","0","0"
398,"scenario 13","knowledge","100","85","89","94"
400,"scenario 13","knowledge","30","30","28","29"
1,"scenario 13","ignorance","0","0","0","0"
5,"scenario 13","ignorance","0","70","3","51"
11,"scenario 13","ignorance","0","72","3","54"
12,"scenario 13","ignorance","60","32","57","73"
16,"scenario 13","ignorance","42","47","53","36"
19,"scenario 13","ignorance","0","0","0","0"
26,"scenario 13","ignorance","0","3","100","0"
33,"scenario 13","ignorance","1","13","13","20"
34,"scenario 13","ignorance","4","62","7","28"
35,"scenario 13","ignorance","0","0","0","0"
44,"scenario 13","ignorance","0","0","0","0"
46,"scenario 13","ignorance","0","0","0","0"
51,"scenario 13","ignorance","71","91","84","85"
54,"scenario 13","ignorance","0","1","0","0"
58,"scenario 13","ignorance","1","50","100","31"
66,"scenario 13","ignorance","12","28","83","35"
67,"scenario 13","ignorance","22","86","85","86"
73,"scenario 13","ignorance","19","10","0","9"
74,"scenario 13","ignorance","9","16","30","9"
78,"scenario 13","ignorance","0","1","0","7"
80,"scenario 13","ignorance","26","21","100","29"
84,"scenario 13","ignorance","0","29","0","0"
86,"scenario 13","ignorance","47","58","46","61"
87,"scenario 13","ignorance","80","81","50","65"
90,"scenario 13","ignorance","0","21","100","13"
103,"scenario 13","ignorance","0","19","33","18"
107,"scenario 13","ignorance","0","0","100","0"
108,"scenario 13","ignorance","9","35","19","38"
110,"scenario 13","ignorance","12","22","29","27"
112,"scenario 13","ignorance","0","10","29","9"
118,"scenario 13","ignorance","19","39","34","35"
119,"scenario 13","ignorance","50","72","100","100"
125,"scenario 13","ignorance","0","0","0","0"
126,"scenario 13","ignorance","0","3","8","3"
133,"scenario 13","ignorance","26","25","55","28"
141,"scenario 13","ignorance","6","3","13","4"
143,"scenario 13","ignorance","4","29","7","42"
148,"scenario 13","ignorance","0","0","0","0"
152,"scenario 13","ignorance","0","35","90","42"
153,"scenario 13","ignorance","52","38","41","46"
157,"scenario 13","ignorance","9","92","91","51"
158,"scenario 13","ignorance","0","0","59","0"
160,"scenario 13","ignorance","0","0","0","0"
163,"scenario 13","ignorance","10","52","1","53"
164,"scenario 13","ignorance","0","0","0","0"
167,"scenario 13","ignorance","0","4","0","1"
173,"scenario 13","ignorance","0","0","0","0"
179,"scenario 13","ignorance","2","12","6","4"
191,"scenario 13","ignorance","0","1","50","0"
194,"scenario 13","ignorance","0","3","0","0"
195,"scenario 13","ignorance","0","6","1","2"
205,"scenario 13","ignorance","87","76","97","76"
206,"scenario 13","ignorance","39","20","71","29"
215,"scenario 13","ignorance","56","30","46","83"
216,"scenario 13","ignorance","57","39","63","63"
226,"scenario 13","ignorance","14","20","67","4"
230,"scenario 13","ignorance","0","12","5","1"
231,"scenario 13","ignorance","1","2","26","5"
233,"scenario 13","ignorance","0","0","0","0"
234,"scenario 13","ignorance","0","13","0","0"
239,"scenario 13","ignorance","20","82","100","100"
248,"scenario 13","ignorance","13","11","70","15"
253,"scenario 13","ignorance","0","49","80","69"
258,"scenario 13","ignorance","50","52","51","51"
259,"scenario 13","ignorance","5","33","48","42"
263,"scenario 13","ignorance","0","31","50","0"
266,"scenario 13","ignorance","25","35","87","20"
275,"scenario 13","ignorance","5","5","9","7"
277,"scenario 13","ignorance","0","100","0","100"
278,"scenario 13","ignorance","0","3","5","7"
280,"scenario 13","ignorance","8","6","0","6"
287,"scenario 13","ignorance","19","40","29","47"
291,"scenario 13","ignorance","4","24","6","12"
304,"scenario 13","ignorance","0","58","53","16"
308,"scenario 13","ignorance","45","21","0","29"
313,"scenario 13","ignorance","0","5","16","0"
317,"scenario 13","ignorance","0","0","52","8"
319,"scenario 13","ignorance","0","0","0","0"
320,"scenario 13","ignorance","1","2","74","6"
321,"scenario 13","ignorance","2","96","2","1"
322,"scenario 13","ignorance","9","85","100","55"
329,"scenario 13","ignorance","0","47","89","32"
343,"scenario 13","ignorance","0","14","85","30"
344,"scenario 13","ignorance","0","20","0","0"
345,"scenario 13","ignorance","0","18","3","30"
346,"scenario 13","ignorance","0","10","10","11"
347,"scenario 13","ignorance","0","0","0","0"
349,"scenario 13","ignorance","0","0","0","0"
353,"scenario 13","ignorance","74","74","74","79"
355,"scenario 13","ignorance","0","8","0","0"
357,"scenario 13","ignorance","0","9","51","6"
364,"scenario 13","ignorance","0","1","2","2"
365,"scenario 13","ignorance","4","9","80","40"
367,"scenario 13","ignorance","100","79","81","95"
371,"scenario 13","ignorance","0","30","51","9"
378,"scenario 13","ignorance","0","0","0","0"
384,"scenario 13","ignorance","59","76","49","65"
388,"scenario 13","ignorance","31","52","48","53"
394,"scenario 13","ignorance","0","50","50","29"
397,"scenario 13","ignorance","4","15","69","50"
3,"scenario 14","knowledge","23","79","85","70"
8,"scenario 14","knowledge","0","30","0","31"
10,"scenario 14","knowledge","8","10","25","13"
19,"scenario 14","knowledge","19","81","86","90"
20,"scenario 14","knowledge","0","6","5","0"
21,"scenario 14","knowledge","82","84","83","92"
27,"scenario 14","knowledge","45","40","54","43"
29,"scenario 14","knowledge","0","7","0","0"
36,"scenario 14","knowledge","89","85","88","88"
39,"scenario 14","knowledge","13","36","92","59"
47,"scenario 14","knowledge","94","71","100","98"
48,"scenario 14","knowledge","54","15","40","31"
52,"scenario 14","knowledge","93","100","100","91"
57,"scenario 14","knowledge","0","1","0","0"
60,"scenario 14","knowledge","100","100","100","100"
62,"scenario 14","knowledge","40","45","100","100"
64,"scenario 14","knowledge","70","66","83","53"
68,"scenario 14","knowledge","86","67","100","84"
72,"scenario 14","knowledge","0","0","49","0"
77,"scenario 14","knowledge","88","71","100","63"
81,"scenario 14","knowledge","73","76","100","100"
85,"scenario 14","knowledge","0","0","0","0"
90,"scenario 14","knowledge","70","100","100","100"
92,"scenario 14","knowledge","12","23","8","32"
100,"scenario 14","knowledge","32","38","66","26"
103,"scenario 14","knowledge","4","7","2","0"
106,"scenario 14","knowledge","100","100","100","100"
110,"scenario 14","knowledge","16","21","61","49"
111,"scenario 14","knowledge","92","71","50","62"
112,"scenario 14","knowledge","69","59","90","89"
121,"scenario 14","knowledge","95","85","96","87"
126,"scenario 14","knowledge","0","3","0","1"
129,"scenario 14","knowledge","100","15","54","11"
130,"scenario 14","knowledge","18","18","20","17"
132,"scenario 14","knowledge","51","65","59","72"
133,"scenario 14","knowledge","29","30","69","38"
136,"scenario 14","knowledge","41","50","50","50"
137,"scenario 14","knowledge","38","45","55","20"
139,"scenario 14","knowledge","100","99","100","100"
148,"scenario 14","knowledge","0","50","50","50"
150,"scenario 14","knowledge","0","3","0","5"
152,"scenario 14","knowledge","86","95","98","94"
154,"scenario 14","knowledge","100","89","100","92"
164,"scenario 14","knowledge","0","0","0","0"
165,"scenario 14","knowledge","0","29","10","0"
174,"scenario 14","knowledge","51","64","47","52"
177,"scenario 14","knowledge","4","16","71","24"
178,"scenario 14","knowledge","97","81","97","92"
185,"scenario 14","knowledge","20","30","50","28"
187,"scenario 14","knowledge","100","100","100","100"
188,"scenario 14","knowledge","100","100","100","100"
192,"scenario 14","knowledge","0","0","52","33"
203,"scenario 14","knowledge","65","66","91","54"
210,"scenario 14","knowledge","0","0","0","0"
213,"scenario 14","knowledge","70","52","48","44"
216,"scenario 14","knowledge","69","28","68","57"
218,"scenario 14","knowledge","1","3","8","7"
221,"scenario 14","knowledge","3","51","2","26"
226,"scenario 14","knowledge","25","22","9","6"
233,"scenario 14","knowledge","100","89","100","100"
237,"scenario 14","knowledge","0","12","83","11"
238,"scenario 14","knowledge","54","30","17","6"
241,"scenario 14","knowledge","68","72","71","72"
254,"scenario 14","knowledge","19","14","51","43"
255,"scenario 14","knowledge","28","100","100","100"
262,"scenario 14","knowledge","0","0","24","0"
271,"scenario 14","knowledge","100","100","100","100"
272,"scenario 14","knowledge","87","80","100","90"
275,"scenario 14","knowledge","100","91","99","86"
278,"scenario 14","knowledge","0","7","51","2"
279,"scenario 14","knowledge","42","44","48","42"
281,"scenario 14","knowledge","100","92","100","100"
291,"scenario 14","knowledge","8","17","42","13"
293,"scenario 14","knowledge","4","5","13","6"
301,"scenario 14","knowledge","0","0","0","0"
302,"scenario 14","knowledge","92","96","88","97"
307,"scenario 14","knowledge","34","72","61","55"
316,"scenario 14","knowledge","0","27","5","0"
318,"scenario 14","knowledge","59","50","50","51"
323,"scenario 14","knowledge","81","71","85","86"
325,"scenario 14","knowledge","8","19","50","49"
328,"scenario 14","knowledge","93","100","100","51"
337,"scenario 14","knowledge","100","91","100","6"
341,"scenario 14","knowledge","100","100","100","100"
344,"scenario 14","knowledge","19","20","84","76"
353,"scenario 14","knowledge","81","100","100","100"
354,"scenario 14","knowledge","30","30","53","47"
355,"scenario 14","knowledge","92","89","100","93"
356,"scenario 14","knowledge","87","88","100","100"
362,"scenario 14","knowledge","91","92","100","100"
363,"scenario 14","knowledge","92","81","100","80"
364,"scenario 14","knowledge","87","100","100","100"
365,"scenario 14","knowledge","13","25","4","8"
368,"scenario 14","knowledge","19","50","49","17"
370,"scenario 14","knowledge","65","61","50","64"
372,"scenario 14","knowledge","100","100","100","100"
384,"scenario 14","knowledge","39","64","33","50"
387,"scenario 14","knowledge","22","14","7","16"
393,"scenario 14","knowledge","100","83","100","100"
394,"scenario 14","knowledge","0","50","69","40"
401,"scenario 14","knowledge","19","19","29","17"
1,"scenario 14","ignorance","65","51","50","49"
7,"scenario 14","ignorance","70","70","70","69"
11,"scenario 14","ignorance","51","53","100","100"
12,"scenario 14","ignorance","71","68","43","100"
17,"scenario 14","ignorance","24","92","97","98"
22,"scenario 14","ignorance","100","100","100","100"
23,"scenario 14","ignorance","29","29","51","35"
24,"scenario 14","ignorance","8","18","78","42"
28,"scenario 14","ignorance","6","56","52","41"
30,"scenario 14","ignorance","74","82","88","83"
40,"scenario 14","ignorance","60","94","73","81"
44,"scenario 14","ignorance","100","100","100","100"
46,"scenario 14","ignorance","8","17","0","30"
53,"scenario 14","ignorance","9","29","49","48"
54,"scenario 14","ignorance","50","50","50","50"
58,"scenario 14","ignorance","59","90","82","53"
63,"scenario 14","ignorance","59","60","84","81"
69,"scenario 14","ignorance","19","70","60","49"
70,"scenario 14","ignorance","50","50","50","51"
71,"scenario 14","ignorance","96","94","96","92"
76,"scenario 14","ignorance","24","39","49","49"
79,"scenario 14","ignorance","100","100","100","100"
80,"scenario 14","ignorance","100","73","96","79"
83,"scenario 14","ignorance","100","100","100","100"
94,"scenario 14","ignorance","74","96","100","89"
95,"scenario 14","ignorance","16","29","87","49"
98,"scenario 14","ignorance","46","59","61","77"
108,"scenario 14","ignorance","2","41","20","16"
115,"scenario 14","ignorance","10","9","8","9"
117,"scenario 14","ignorance","11","32","49","37"
119,"scenario 14","ignorance","100","100","100","100"
122,"scenario 14","ignorance","28","3","74","0"
123,"scenario 14","ignorance","9","8","1","8"
127,"scenario 14","ignorance","71","75","91","91"
131,"scenario 14","ignorance","0","29","71","51"
134,"scenario 14","ignorance","100","81","100","86"
142,"scenario 14","ignorance","50","63","100","60"
145,"scenario 14","ignorance","10","28","100","100"
146,"scenario 14","ignorance","99","100","100","100"
147,"scenario 14","ignorance","100","100","100","100"
151,"scenario 14","ignorance","92","91","91","91"
153,"scenario 14","ignorance","73","82","92","90"
161,"scenario 14","ignorance","0","14","34","5"
162,"scenario 14","ignorance","21","10","16","11"
170,"scenario 14","ignorance","23","18","8","0"
182,"scenario 14","ignorance","34","15","50","20"
184,"scenario 14","ignorance","100","100","100","100"
186,"scenario 14","ignorance","92","90","84","87"
196,"scenario 14","ignorance","100","52","100","100"
201,"scenario 14","ignorance","49","31","49","21"
204,"scenario 14","ignorance","98","53","86","87"
209,"scenario 14","ignorance","71","73","100","55"
211,"scenario 14","ignorance","71","79","66","58"
215,"scenario 14","ignorance","83","86","100","100"
219,"scenario 14","ignorance","16","29","65","24"
222,"scenario 14","ignorance","81","49","37","41"
223,"scenario 14","ignorance","49","50","48","50"
227,"scenario 14","ignorance","100","100","100","100"
229,"scenario 14","ignorance","50","100","92","100"
230,"scenario 14","ignorance","94","76","96","100"
232,"scenario 14","ignorance","54","62","85","89"
242,"scenario 14","ignorance","87","87","79","86"
246,"scenario 14","ignorance","86","55","65","59"
248,"scenario 14","ignorance","65","56","57","58"
250,"scenario 14","ignorance","0","9","4","0"
256,"scenario 14","ignorance","100","100","100","100"
257,"scenario 14","ignorance","9","30","98","97"
263,"scenario 14","ignorance","100","71","100","30"
265,"scenario 14","ignorance","8","19","99","4"
266,"scenario 14","ignorance","72","61","73","62"
268,"scenario 14","ignorance","8","15","0","0"
273,"scenario 14","ignorance","100","49","100","49"
274,"scenario 14","ignorance","0","49","40","52"
282,"scenario 14","ignorance","2","3","41","9"
285,"scenario 14","ignorance","88","84","87","86"
288,"scenario 14","ignorance","30","50","88","10"
295,"scenario 14","ignorance","100","100","100","100"
299,"scenario 14","ignorance","21","19","30","6"
303,"scenario 14","ignorance","100","92","100","93"
310,"scenario 14","ignorance","81","39","100","39"
317,"scenario 14","ignorance","0","7","50","49"
321,"scenario 14","ignorance","0","0","53","5"
324,"scenario 14","ignorance","74","70","81","73"
331,"scenario 14","ignorance","14","7","0","0"
333,"scenario 14","ignorance","39","50","75","48"
336,"scenario 14","ignorance","7","19","4","19"
340,"scenario 14","ignorance","43","15","40","7"
342,"scenario 14","ignorance","0","0","0","0"
350,"scenario 14","ignorance","100","87","88","96"
359,"scenario 14","ignorance","100","80","56","100"
366,"scenario 14","ignorance","100","85","100","100"
371,"scenario 14","ignorance","10","10","52","0"
380,"scenario 14","ignorance","69","85","88","87"
381,"scenario 14","ignorance","5","50","82","2"
383,"scenario 14","ignorance","40","81","51","51"
386,"scenario 14","ignorance","50","51","100","79"
392,"scenario 14","ignorance","29","30","81","60"
395,"scenario 14","ignorance","100","45","52","44"
397,"scenario 14","ignorance","80","85","95","95"
398,"scenario 14","ignorance","33","61","36","30"
399,"scenario 14","ignorance","86","71","71","70"
2,"scenario 15","knowledge","7","45","5","29"
6,"scenario 15","knowledge","92","97","97","99"
11,"scenario 15","knowledge","100","100","100","100"
14,"scenario 15","knowledge","97","97","96","98"
19,"scenario 15","knowledge","50","51","80","88"
21,"scenario 15","knowledge","8","32","14","26"
27,"scenario 15","knowledge","66","40","50","58"
28,"scenario 15","knowledge","0","56","4","45"
29,"scenario 15","knowledge","0","41","0","26"
45,"scenario 15","knowledge","100","100","100","100"
47,"scenario 15","knowledge","50","53","100","69"
50,"scenario 15","knowledge","0","36","0","13"
53,"scenario 15","knowledge","100","100","100","100"
55,"scenario 15","knowledge","100","100","100","100"
61,"scenario 15","knowledge","100","100","100","100"
67,"scenario 15","knowledge","100","100","100","100"
69,"scenario 15","knowledge","0","19","0","8"
71,"scenario 15","knowledge","100","97","100","100"
87,"scenario 15","knowledge","62","85","71","82"
91,"scenario 15","knowledge","99","98","100","98"
97,"scenario 15","knowledge","91","95","95","95"
98,"scenario 15","knowledge","38","53","61","73"
99,"scenario 15","knowledge","62","66","50","50"
104,"scenario 15","knowledge","86","89","80","85"
109,"scenario 15","knowledge","0","0","0","10"
112,"scenario 15","knowledge","91","100","100","100"
119,"scenario 15","knowledge","100","100","100","100"
120,"scenario 15","knowledge","100","100","100","100"
122,"scenario 15","knowledge","100","100","100","100"
124,"scenario 15","knowledge","100","100","100","100"
126,"scenario 15","knowledge","92","97","100","100"
140,"scenario 15","knowledge","0","19","5","51"
144,"scenario 15","knowledge","0","50","0","18"
146,"scenario 15","knowledge","0","24","16","50"
149,"scenario 15","knowledge","100","100","100","100"
153,"scenario 15","knowledge","72","88","100","90"
159,"scenario 15","knowledge","93","92","92","98"
161,"scenario 15","knowledge","0","91","98","99"
164,"scenario 15","knowledge","100","100","100","100"
166,"scenario 15","knowledge","100","100","100","100"
170,"scenario 15","knowledge","100","100","100","100"
172,"scenario 15","knowledge","25","41","7","11"
181,"scenario 15","knowledge","92","90","100","90"
187,"scenario 15","knowledge","9","25","17","36"
190,"scenario 15","knowledge","20","29","31","23"
202,"scenario 15","knowledge","100","100","100","100"
207,"scenario 15","knowledge","77","86","97","95"
208,"scenario 15","knowledge","9","8","51","19"
216,"scenario 15","knowledge","50","38","66","55"
220,"scenario 15","knowledge","100","100","100","100"
221,"scenario 15","knowledge","83","86","87","95"
222,"scenario 15","knowledge","84","13","88","59"
224,"scenario 15","knowledge","16","43","34","47"
227,"scenario 15","knowledge","100","100","100","100"
228,"scenario 15","knowledge","100","100","93","100"
234,"scenario 15","knowledge","86","82","100","100"
240,"scenario 15","knowledge","97","91","100","100"
243,"scenario 15","knowledge","86","83","100","94"
244,"scenario 15","knowledge","92","97","98","98"
248,"scenario 15","knowledge","66","75","70","74"
254,"scenario 15","knowledge","81","81","89","97"
256,"scenario 15","knowledge","100","100","100","100"
262,"scenario 15","knowledge","52","100","100","100"
263,"scenario 15","knowledge","100","100","100","100"
267,"scenario 15","knowledge","99","89","93","93"
268,"scenario 15","knowledge","29","50","100","100"
270,"scenario 15","knowledge","100","100","100","100"
284,"scenario 15","knowledge","0","0","0","0"
286,"scenario 15","knowledge","0","19","0","10"
289,"scenario 15","knowledge","9","49","8","48"
290,"scenario 15","knowledge","100","100","100","100"
296,"scenario 15","knowledge","69","78","79","85"
302,"scenario 15","knowledge","91","95","94","97"
305,"scenario 15","knowledge","100","100","100","100"
308,"scenario 15","knowledge","100","85","100","100"
311,"scenario 15","knowledge","100","100","100","100"
323,"scenario 15","knowledge","100","100","100","100"
324,"scenario 15","knowledge","38","57","73","66"
332,"scenario 15","knowledge","0","7","1","2"
337,"scenario 15","knowledge","100","0","0","0"
339,"scenario 15","knowledge","20","52","64","59"
342,"scenario 15","knowledge","80","80","62","29"
343,"scenario 15","knowledge","100","100","100","100"
344,"scenario 15","knowledge","100","97","100","100"
346,"scenario 15","knowledge","70","91","96","94"
348,"scenario 15","knowledge","100","100","100","100"
352,"scenario 15","knowledge","100","100","100","100"
357,"scenario 15","knowledge","100","100","100","100"
360,"scenario 15","knowledge","100","100","100","100"
361,"scenario 15","knowledge","76","92","85","97"
372,"scenario 15","knowledge","2","1","1","1"
375,"scenario 15","knowledge","71","80","80","80"
379,"scenario 15","knowledge","0","88","85","91"
382,"scenario 15","knowledge","50","81","100","100"
389,"scenario 15","knowledge","70","91","100","96"
392,"scenario 15","knowledge","93","71","82","83"
393,"scenario 15","knowledge","100","100","100","100"
397,"scenario 15","knowledge","100","100","100","100"
400,"scenario 15","knowledge","86","82","80","83"
3,"scenario 15","ignorance","77","86","87","79"
7,"scenario 15","ignorance","59","62","62","62"
8,"scenario 15","ignorance","100","100","100","100"
12,"scenario 15","ignorance","64","61","32","65"
16,"scenario 15","ignorance","13","53","32","41"
22,"scenario 15","ignorance","100","100","100","100"
24,"scenario 15","ignorance","81","87","85","85"
34,"scenario 15","ignorance","83","84","99","90"
39,"scenario 15","ignorance","40","64","97","100"
40,"scenario 15","ignorance","91","100","100","100"
41,"scenario 15","ignorance","0","8","0","0"
43,"scenario 15","ignorance","100","100","100","100"
48,"scenario 15","ignorance","74","88","100","93"
52,"scenario 15","ignorance","94","92","100","91"
58,"scenario 15","ignorance","82","100","100","100"
60,"scenario 15","ignorance","87","80","100","85"
72,"scenario 15","ignorance","3","0","0","0"
73,"scenario 15","ignorance","91","81","93","73"
74,"scenario 15","ignorance","80","82","83","83"
82,"scenario 15","ignorance","100","100","100","100"
83,"scenario 15","ignorance","100","100","100","100"
84,"scenario 15","ignorance","100","100","100","100"
86,"scenario 15","ignorance","50","50","64","58"
92,"scenario 15","ignorance","72","93","92","92"
93,"scenario 15","ignorance","92","94","100","92"
100,"scenario 15","ignorance","100","100","100","100"
101,"scenario 15","ignorance","100","91","96","93"
106,"scenario 15","ignorance","82","92","81","93"
110,"scenario 15","ignorance","97","93","92","98"
116,"scenario 15","ignorance","24","29","25","53"
121,"scenario 15","ignorance","100","83","96","100"
125,"scenario 15","ignorance","0","0","0","15"
132,"scenario 15","ignorance","17","44","28","47"
136,"scenario 15","ignorance","71","71","71","72"
145,"scenario 15","ignorance","100","100","100","100"
147,"scenario 15","ignorance","100","100","100","100"
151,"scenario 15","ignorance","100","100","100","100"
154,"scenario 15","ignorance","97","99","98","98"
155,"scenario 15","ignorance","9","23","15","19"
156,"scenario 15","ignorance","100","100","100","100"
158,"scenario 15","ignorance","93","100","100","100"
168,"scenario 15","ignorance","83","100","100","100"
171,"scenario 15","ignorance","92","97","100","97"
176,"scenario 15","ignorance","58","39","56","65"
183,"scenario 15","ignorance","80","100","100","100"
185,"scenario 15","ignorance","82","100","100","100"
188,"scenario 15","ignorance","100","100","100","100"
196,"scenario 15","ignorance","100","81","100","72"
197,"scenario 15","ignorance","0","21","0","22"
198,"scenario 15","ignorance","100","100","100","100"
201,"scenario 15","ignorance","48","30","59","33"
209,"scenario 15","ignorance","100","100","100","100"
212,"scenario 15","ignorance","0","4","4","3"
215,"scenario 15","ignorance","16","86","100","100"
217,"scenario 15","ignorance","74","66","67","64"
231,"scenario 15","ignorance","3","80","100","84"
235,"scenario 15","ignorance","29","71","100","100"
239,"scenario 15","ignorance","19","30","95","62"
249,"scenario 15","ignorance","17","44","22","37"
251,"scenario 15","ignorance","100","100","90","86"
252,"scenario 15","ignorance","0","10","1","3"
258,"scenario 15","ignorance","50","50","50","48"
259,"scenario 15","ignorance","0","49","21","31"
260,"scenario 15","ignorance","79","87","84","84"
265,"scenario 15","ignorance","91","94","86","85"
269,"scenario 15","ignorance","100","100","100","100"
272,"scenario 15","ignorance","100","82","94","87"
277,"scenario 15","ignorance","100","100","100","100"
279,"scenario 15","ignorance","72","63","65","79"
282,"scenario 15","ignorance","50","86","92","97"
288,"scenario 15","ignorance","55","70","80","51"
292,"scenario 15","ignorance","100","100","100","100"
294,"scenario 15","ignorance","60","59","49","59"
298,"scenario 15","ignorance","65","65","66","66"
300,"scenario 15","ignorance","6","28","41","36"
303,"scenario 15","ignorance","100","100","100","100"
306,"scenario 15","ignorance","71","94","94","100"
307,"scenario 15","ignorance","14","30","29","31"
309,"scenario 15","ignorance","100","100","100","98"
313,"scenario 15","ignorance","12","25","10","9"
315,"scenario 15","ignorance","81","86","93","97"
322,"scenario 15","ignorance","100","100","100","100"
328,"scenario 15","ignorance","0","51","0","0"
330,"scenario 15","ignorance","100","100","100","100"
331,"scenario 15","ignorance","93","92","92","94"
335,"scenario 15","ignorance","62","100","100","99"
338,"scenario 15","ignorance","81","85","92","97"
341,"scenario 15","ignorance","73","61","0","0"
345,"scenario 15","ignorance","100","100","100","100"
350,"scenario 15","ignorance","90","96","76","93"
359,"scenario 15","ignorance","66","81","100","95"
363,"scenario 15","ignorance","50","49","99","50"
368,"scenario 15","ignorance","92","91","100","100"
370,"scenario 15","ignorance","86","81","50","71"
376,"scenario 15","ignorance","100","100","100","100"
378,"scenario 15","ignorance","100","100","100","100"
385,"scenario 15","ignorance","0","35","5","10"
387,"scenario 15","ignorance","100","100","100","88"
390,"scenario 15","ignorance","76","74","65","77"
401,"scenario 15","ignorance","0","0","0","0"
1,"scenario 16","knowledge","0","31","2","0"
8,"scenario 16","knowledge","0","40","68","22"
9,"scenario 16","knowledge","0","0","0","0"
15,"scenario 16","knowledge","36","50","31","55"
18,"scenario 16","knowledge","100","94","100","100"
25,"scenario 16","knowledge","0","0","0","0"
30,"scenario 16","knowledge","18","19","93","5"
32,"scenario 16","knowledge","9","23","43","35"
38,"scenario 16","knowledge","50","50","8","0"
43,"scenario 16","knowledge","0","33","20","20"
53,"scenario 16","knowledge","0","50","29","50"
54,"scenario 16","knowledge","19","24","9","20"
57,"scenario 16","knowledge","0","3","1","0"
62,"scenario 16","knowledge","0","0","94","0"
63,"scenario 16","knowledge","10","13","26","13"
66,"scenario 16","knowledge","17","46","33","17"
69,"scenario 16","knowledge","8","48","51","47"
73,"scenario 16","knowledge","18","30","19","19"
85,"scenario 16","knowledge","0","0","0","0"
88,"scenario 16","knowledge","0","0","0","0"
89,"scenario 16","knowledge","0","0","0","0"
91,"scenario 16","knowledge","0","0","0","0"
95,"scenario 16","knowledge","10","41","44","63"
100,"scenario 16","knowledge","2","4","20","3"
102,"scenario 16","knowledge","56","82","100","62"
104,"scenario 16","knowledge","24","23","20","13"
115,"scenario 16","knowledge","48","16","52","56"
117,"scenario 16","knowledge","0","0","0","0"
123,"scenario 16","knowledge","0","8","50","8"
129,"scenario 16","knowledge","100","19","71","34"
130,"scenario 16","knowledge","51","53","50","50"
133,"scenario 16","knowledge","45","33","63","47"
134,"scenario 16","knowledge","66","60","63","50"
141,"scenario 16","knowledge","20","9","24","9"
145,"scenario 16","knowledge","0","0","0","0"
152,"scenario 16","knowledge","4","44","57","11"
156,"scenario 16","knowledge","0","0","0","0"
160,"scenario 16","knowledge","39","51","37","42"
165,"scenario 16","knowledge","29","20","20","10"
166,"scenario 16","knowledge","9","21","40","24"
175,"scenario 16","knowledge","2","2","29","1"
176,"scenario 16","knowledge","54","27","42","60"
177,"scenario 16","knowledge","0","11","16","18"
180,"scenario 16","knowledge","0","5","22","6"
181,"scenario 16","knowledge","18","19","28","28"
185,"scenario 16","knowledge","0","0","0","0"
187,"scenario 16","knowledge","0","79","0","0"
188,"scenario 16","knowledge","100","100","100","100"
190,"scenario 16","knowledge","50","50","49","51"
195,"scenario 16","knowledge","0","0","0","0"
198,"scenario 16","knowledge","2","50","50","6"
216,"scenario 16","knowledge","66","47","67","56"
220,"scenario 16","knowledge","100","18","0","0"
224,"scenario 16","knowledge","47","34","44","37"
225,"scenario 16","knowledge","30","51","40","60"
231,"scenario 16","knowledge","2","2","4","5"
233,"scenario 16","knowledge","0","51","100","57"
239,"scenario 16","knowledge","0","0","0","0"
247,"scenario 16","knowledge","6","7","32","4"
252,"scenario 16","knowledge","0","29","93","65"
256,"scenario 16","knowledge","82","79","62","71"
257,"scenario 16","knowledge","81","19","100","11"
264,"scenario 16","knowledge","0","9","8","0"
269,"scenario 16","knowledge","60","19","10","11"
271,"scenario 16","knowledge","0","79","51","84"
272,"scenario 16","knowledge","72","75","29","10"
280,"scenario 16","knowledge","49","6","26","11"
286,"scenario 16","knowledge","0","0","0","0"
290,"scenario 16","knowledge","9","9","6","7"
297,"scenario 16","knowledge","41","31","35","39"
300,"scenario 16","knowledge","3","2","45","2"
302,"scenario 16","knowledge","0","88","47","91"
303,"scenario 16","knowledge","0","0","0","0"
309,"scenario 16","knowledge","0","0","0","0"
312,"scenario 16","knowledge","54","56","46","53"
