"participant","scenario","epistemic_condition","hadto","probablity","morality","normality"
40,"scenario 4","knowledge","0","0","0","0"
43,"scenario 4","knowledge","100","100","100","100"
51,"scenario 4","knowledge","71","72","51","51"
54,"scenario 4","knowledge","0","8","0","0"
58,"scenario 4","knowledge","0","0","0","0"
59,"scenario 4","knowledge","0","0","0","0"
62,"scenario 4","knowledge","28","21","100","29"
71,"scenario 4","knowledge","2","2","3","3"
72,"scenario 4","knowledge","0","0","0","0"
76,"scenario 4","knowledge","0","0","0","0"
85,"scenario 4","knowledge","71","85","100","97"
91,"scenario 4","knowledge","0","0","0","0"
92,"scenario 4","knowledge","50","60","90","77"
98,"scenario 4","knowledge","22","15","5","16"
100,"scenario 4","knowledge","0","1","1","1"
105,"scenario 4","knowledge","0","0","0","0"
108,"scenario 4","knowledge","75","84","88","68"
109,"scenario 4","knowledge","0","0","0","0"
114,"scenario 4","knowledge","25","45","37","41"
121,"scenario 4","knowledge","35","76","19","88"
123,"scenario 4","knowledge","9","82","91","83"
130,"scenario 4","knowledge","91","87","89","89"
134,"scenario 4","knowledge","0","0","1","0"
137,"scenario 4","knowledge","0","0","0","30"
141,"scenario 4","knowledge","52","29","56","15"
142,"scenario 4","knowledge","71","52","100","51"
147,"scenario 4","knowledge","100","100","100","100"
148,"scenario 4","knowledge","0","0","0","0"
150,"scenario 4","knowledge","73","81","71","88"
151,"scenario 4","knowledge","0","0","0","0"
154,"scenario 4","knowledge","99","93","100","94"
166,"scenario 4","knowledge","92","100","100","100"
171,"scenario 4","knowledge","87","81","91","75"
172,"scenario 4","knowledge","28","61","100","62"
173,"scenario 4","knowledge","76","72","100","84"
174,"scenario 4","knowledge","100","98","100","100"
182,"scenario 4","knowledge","0","66","0","10"
186,"scenario 4","knowledge","92","92","94","96"
188,"scenario 4","knowledge","60","54","100","53"
192,"scenario 4","knowledge","89","100","100","100"
199,"scenario 4","knowledge","0","0","0","0"
200,"scenario 4","knowledge","100","100","100","100"
202,"scenario 4","knowledge","51","51","93","72"
203,"scenario 4","knowledge","0","0","0","0"
209,"scenario 4","knowledge","0","0","0","0"
213,"scenario 4","knowledge","0","2","0","0"
224,"scenario 4","knowledge","42","48","34","46"
225,"scenario 4","knowledge","0","9","0","0"
226,"scenario 4","knowledge","98","98","99","99"
230,"scenario 4","knowledge","0","0","0","0"
237,"scenario 4","knowledge","1","55","73","66"
257,"scenario 4","knowledge","92","97","100","100"
258,"scenario 4","knowledge","51","51","49","50"
261,"scenario 4","knowledge","0","0","0","0"
265,"scenario 4","knowledge","65","64","51","60"
275,"scenario 4","knowledge","74","84","97","87"
277,"scenario 4","knowledge","8","82","20","1"
280,"scenario 4","knowledge","4","30","0","8"
285,"scenario 4","knowledge","10","9","9","8"
292,"scenario 4","knowledge","0","0","0","0"
294,"scenario 4","knowledge","60","49","91","82"
295,"scenario 4","knowledge","0","0","0","0"
297,"scenario 4","knowledge","0","0","0","0"
300,"scenario 4","knowledge","26","30","30","29"
307,"scenario 4","knowledge","2","7","3","6"
308,"scenario 4","knowledge","0","0","0","0"
312,"scenario 4","knowledge","0","4","0","0"
314,"scenario 4","knowledge","9","6","6","5"
319,"scenario 4","knowledge","0","0","0","0"
326,"scenario 4","knowledge","100","100","100","100"
329,"scenario 4","knowledge","60","52","61","61"
332,"scenario 4","knowledge","0","1","0","0"
334,"scenario 4","knowledge","0","9","0","0"
335,"scenario 4","knowledge","0","0","0","0"
337,"scenario 4","knowledge","100","19","100","5"
343,"scenario 4","knowledge","0","1","0","0"
344,"scenario 4","knowledge","87","30","94","93"
348,"scenario 4","knowledge","0","0","0","0"
349,"scenario 4","knowledge","0","0","0","0"
360,"scenario 4","knowledge","100","81","100","74"
362,"scenario 4","knowledge","96","97","100","98"
364,"scenario 4","knowledge","100","98","100","100"
366,"scenario 4","knowledge","95","93","100","100"
368,"scenario 4","knowledge","0","0","0","0"
375,"scenario 4","knowledge","71","84","80","80"
377,"scenario 4","knowledge","60","43","72","67"
385,"scenario 4","knowledge","0","4","0","0"
390,"scenario 4","knowledge","61","67","69","63"
396,"scenario 4","knowledge","0","0","0","0"
3,"scenario 4","ignorance","8","14","24","15"
10,"scenario 4","ignorance","63","100","95","95"
11,"scenario 4","ignorance","100","100","100","100"
19,"scenario 4","ignorance","91","91","91","91"
21,"scenario 4","ignorance","13","40","24","4"
23,"scenario 4","ignorance","0","0","0","0"
27,"scenario 4","ignorance","49","55","60","40"
32,"scenario 4","ignorance","88","82","82","90"
35,"scenario 4","ignorance","79","50","52","53"
37,"scenario 4","ignorance","0","0","0","0"
45,"scenario 4","ignorance","0","0","0","0"
47,"scenario 4","ignorance","76","50","100","70"
49,"scenario 4","ignorance","0","9","0","0"
57,"scenario 4","ignorance","100","94","100","100"
65,"scenario 4","ignorance","1","0","0","0"
73,"scenario 4","ignorance","95","97","100","81"
75,"scenario 4","ignorance","91","90","88","92"
78,"scenario 4","ignorance","47","24","100","18"
84,"scenario 4","ignorance","0","6","0","0"
86,"scenario 4","ignorance","41","52","67","48"
88,"scenario 4","ignorance","100","100","80","100"
90,"scenario 4","ignorance","0","41","0","1"
93,"scenario 4","ignorance","0","0","0","0"
94,"scenario 4","ignorance","0","14","7","6"
95,"scenario 4","ignorance","22","59","95","88"
97,"scenario 4","ignorance","40","72","56","39"
115,"scenario 4","ignorance","2","2","2","2"
117,"scenario 4","ignorance","40","35","81","71"
118,"scenario 4","ignorance","100","100","100","100"
127,"scenario 4","ignorance","0","0","0","0"
128,"scenario 4","ignorance","62","62","0","64"
133,"scenario 4","ignorance","62","60","96","81"
135,"scenario 4","ignorance","0","0","0","0"
136,"scenario 4","ignorance","63","57","69","69"
138,"scenario 4","ignorance","14","23","78","54"
139,"scenario 4","ignorance","100","100","100","100"
143,"scenario 4","ignorance","18","8","3","3"
145,"scenario 4","ignorance","100","51","100","100"
149,"scenario 4","ignorance","0","0","0","0"
152,"scenario 4","ignorance","0","30","0","8"
153,"scenario 4","ignorance","63","70","64","79"
162,"scenario 4","ignorance","2","1","2","1"
163,"scenario 4","ignorance","0","8","0","0"
175,"scenario 4","ignorance","5","5","1","1"
179,"scenario 4","ignorance","7","14","8","6"
180,"scenario 4","ignorance","0","0","0","0"
181,"scenario 4","ignorance","76","39","82","80"
193,"scenario 4","ignorance","78","72","88","88"
194,"scenario 4","ignorance","0","0","0","0"
206,"scenario 4","ignorance","1","9","4","2"
212,"scenario 4","ignorance","92","100","92","97"
216,"scenario 4","ignorance","66","35","67","57"
219,"scenario 4","ignorance","0","0","0","0"
221,"scenario 4","ignorance","2","4","0","0"
223,"scenario 4","ignorance","50","52","100","100"
227,"scenario 4","ignorance","100","64","63","72"
231,"scenario 4","ignorance","3","62","85","68"
232,"scenario 4","ignorance","5","79","3","17"
238,"scenario 4","ignorance","0","6","0","0"
244,"scenario 4","ignorance","71","30","62","62"
245,"scenario 4","ignorance","0","0","0","0"
246,"scenario 4","ignorance","100","100","100","100"
250,"scenario 4","ignorance","97","89","88","73"
253,"scenario 4","ignorance","0","7","0","0"
255,"scenario 4","ignorance","99","100","100","100"
270,"scenario 4","ignorance","100","100","100","100"
273,"scenario 4","ignorance","0","3","0","0"
274,"scenario 4","ignorance","19","29","19","31"
279,"scenario 4","ignorance","0","0","0","0"
284,"scenario 4","ignorance","0","0","0","0"
286,"scenario 4","ignorance","0","9","0","0"
293,"scenario 4","ignorance","70","87","88","88"
298,"scenario 4","ignorance","0","16","4","6"
301,"scenario 4","ignorance","65","59","76","56"
302,"scenario 4","ignorance","91","95","84","88"
305,"scenario 4","ignorance","100","100","100","100"
306,"scenario 4","ignorance","0","54","0","6"
311,"scenario 4","ignorance","0","0","0","0"
315,"scenario 4","ignorance","0","1","0","0"
320,"scenario 4","ignorance","100","100","100","100"
321,"scenario 4","ignorance","99","100","100","100"
328,"scenario 4","ignorance","0","0","0","0"
333,"scenario 4","ignorance","14","23","16","15"
342,"scenario 4","ignorance","40","71","50","50"
345,"scenario 4","ignorance","71","81","81","93"
347,"scenario 4","ignorance","100","100","100","99"
356,"scenario 4","ignorance","100","62","100","78"
357,"scenario 4","ignorance","29","50","100","50"
359,"scenario 4","ignorance","100","100","100","100"
365,"scenario 4","ignorance","70","65","97","56"
370,"scenario 4","ignorance","85","69","80","83"
373,"scenario 4","ignorance","37","32","45","45"
374,"scenario 4","ignorance","100","100","100","100"
382,"scenario 4","ignorance","90","91","91","93"
383,"scenario 4","ignorance","82","100","100","100"
387,"scenario 4","ignorance","0","0","0","0"
392,"scenario 4","ignorance","5","3","3","4"
393,"scenario 4","ignorance","0","9","1","7"
395,"scenario 4","ignorance","61","57","50","54"
399,"scenario 4","ignorance","88","80","80","73"
401,"scenario 4","ignorance","0","0","0","0"
3,"scenario 5","knowledge","8","8","81","6"
5,"scenario 5","knowledge","92","100","100","100"
11,"scenario 5","knowledge","0","0","0","1"
15,"scenario 5","knowledge","61","69","100","62"
21,"scenario 5","knowledge","32","6","13","8"
25,"scenario 5","knowledge","0","0","0","0"
26,"scenario 5","knowledge","0","3","0","0"
28,"scenario 5","knowledge","0","4","0","0"
33,"scenario 5","knowledge","0","0","0","0"
38,"scenario 5","knowledge","19","8","50","72"
41,"scenario 5","knowledge","0","0","0","0"
47,"scenario 5","knowledge","0","9","0","0"
52,"scenario 5","knowledge","1","29","2","9"
53,"scenario 5","knowledge","100","100","100","100"
60,"scenario 5","knowledge","6","89","100","100"
67,"scenario 5","knowledge","58","30","29","0"
68,"scenario 5","knowledge","17","67","100","92"
70,"scenario 5","knowledge","100","100","100","100"
78,"scenario 5","knowledge","48","97","100","100"
81,"scenario 5","knowledge","0","7","0","0"
82,"scenario 5","knowledge","52","50","51","51"
86,"scenario 5","knowledge","64","56","49","51"
90,"scenario 5","knowledge","23","70","100","61"
95,"scenario 5","knowledge","12","28","44","28"
96,"scenario 5","knowledge","37","5","76","6"
102,"scenario 5","knowledge","92","100","100","100"
103,"scenario 5","knowledge","0","2","0","0"
104,"scenario 5","knowledge","74","75","47","65"
107,"scenario 5","knowledge","0","51","0","0"
113,"scenario 5","knowledge","63","50","62","11"
114,"scenario 5","knowledge","62","79","82","77"
121,"scenario 5","knowledge","0","3","0","0"
122,"scenario 5","knowledge","50","50","100","49"
130,"scenario 5","knowledge","6","8","6","5"
132,"scenario 5","knowledge","0","0","0","0"
134,"scenario 5","knowledge","71","64","76","72"
142,"scenario 5","knowledge","0","0","0","0"
144,"scenario 5","knowledge","0","0","13","0"
145,"scenario 5","knowledge","0","6","100","17"
152,"scenario 5","knowledge","3","3","4","2"
163,"scenario 5","knowledge","53","54","72","55"
165,"scenario 5","knowledge","51","62","73","64"
167,"scenario 5","knowledge","0","19","0","3"
175,"scenario 5","knowledge","0","0","0","0"
177,"scenario 5","knowledge","30","50","100","100"
179,"scenario 5","knowledge","8","19","12","18"
182,"scenario 5","knowledge","0","0","0","0"
185,"scenario 5","knowledge","82","86","100","100"
189,"scenario 5","knowledge","6","9","8","10"
196,"scenario 5","knowledge","100","81","100","61"
204,"scenario 5","knowledge","89","100","100","100"
205,"scenario 5","knowledge","99","95","100","95"
208,"scenario 5","knowledge","19","10","51","20"
211,"scenario 5","knowledge","72","34","76","50"
213,"scenario 5","knowledge","81","65","79","72"
214,"scenario 5","knowledge","18","6","80","10"
218,"scenario 5","knowledge","75","70","83","78"
223,"scenario 5","knowledge","0","0","0","0"
224,"scenario 5","knowledge","48","34","44","36"
229,"scenario 5","knowledge","3","26","0","1"
230,"scenario 5","knowledge","84","18","67","47"
234,"scenario 5","knowledge","100","100","100","100"
246,"scenario 5","knowledge","92","100","100","100"
249,"scenario 5","knowledge","91","71","69","73"
253,"scenario 5","knowledge","0","0","0","0"
259,"scenario 5","knowledge","0","11","91","3"
260,"scenario 5","knowledge","77","79","76","78"
265,"scenario 5","knowledge","70","80","92","91"
271,"scenario 5","knowledge","0","0","0","0"
276,"scenario 5","knowledge","100","100","100","100"
280,"scenario 5","knowledge","7","10","65","21"
283,"scenario 5","knowledge","30","29","100","19"
285,"scenario 5","knowledge","13","12","30","10"
288,"scenario 5","knowledge","4","8","4","15"
289,"scenario 5","knowledge","14","17","4","6"
290,"scenario 5","knowledge","57","20","3","3"
299,"scenario 5","knowledge","65","63","69","69"
301,"scenario 5","knowledge","0","0","0","0"
304,"scenario 5","knowledge","0","50","0","25"
310,"scenario 5","knowledge","100","100","100","100"
318,"scenario 5","knowledge","66","50","99","48"
331,"scenario 5","knowledge","0","0","0","0"
332,"scenario 5","knowledge","0","0","0","0"
333,"scenario 5","knowledge","12","20","8","8"
337,"scenario 5","knowledge","100","60","100","76"
338,"scenario 5","knowledge","83","72","93","62"
340,"scenario 5","knowledge","100","100","100","100"
341,"scenario 5","knowledge","100","100","100","100"
343,"scenario 5","knowledge","82","87","94","88"
345,"scenario 5","knowledge","61","70","88","83"
346,"scenario 5","knowledge","0","0","49","0"
358,"scenario 5","knowledge","0","0","0","0"
364,"scenario 5","knowledge","100","100","100","100"
376,"scenario 5","knowledge","0","3","0","0"
379,"scenario 5","knowledge","78","68","70","69"
380,"scenario 5","knowledge","100","100","100","100"
382,"scenario 5","knowledge","49","50","81","75"
384,"scenario 5","knowledge","61","40","84","61"
394,"scenario 5","knowledge","0","50","96","24"
396,"scenario 5","knowledge","0","0","0","0"
398,"scenario 5","knowledge","100","49","82","100"
2,"scenario 5","ignorance","45","62","80","82"
9,"scenario 5","ignorance","0","42","0","7"
10,"scenario 5","ignorance","85","88","91","93"
17,"scenario 5","ignorance","82","100","100","100"
18,"scenario 5","ignorance","71","0","100","11"
20,"scenario 5","ignorance","100","90","97","59"
31,"scenario 5","ignorance","0","100","0","0"
32,"scenario 5","ignorance","71","71","80","63"
34,"scenario 5","ignorance","64","76","88","84"
37,"scenario 5","ignorance","82","70","88","77"
39,"scenario 5","ignorance","28","56","91","71"
43,"scenario 5","ignorance","76","71","100","93"
46,"scenario 5","ignorance","100","100","100","100"
49,"scenario 5","ignorance","50","50","100","100"
54,"scenario 5","ignorance","0","0","0","0"
56,"scenario 5","ignorance","4","19","2","0"
57,"scenario 5","ignorance","0","0","50","0"
69,"scenario 5","ignorance","3","0","7","0"
72,"scenario 5","ignorance","77","89","86","87"
79,"scenario 5","ignorance","0","0","0","0"
83,"scenario 5","ignorance","100","100","100","100"
93,"scenario 5","ignorance","0","0","0","0"
97,"scenario 5","ignorance","0","13","0","0"
98,"scenario 5","ignorance","71","42","77","60"
100,"scenario 5","ignorance","2","2","2","2"
105,"scenario 5","ignorance","84","79","100","80"
110,"scenario 5","ignorance","0","0","5","0"
111,"scenario 5","ignorance","58","93","91","92"
115,"scenario 5","ignorance","73","70","81","85"
119,"scenario 5","ignorance","100","100","100","100"
120,"scenario 5","ignorance","0","0","0","0"
127,"scenario 5","ignorance","1","12","0","0"
129,"scenario 5","ignorance","100","23","67","62"
135,"scenario 5","ignorance","99","100","100","100"
136,"scenario 5","ignorance","53","28","26","10"
140,"scenario 5","ignorance","0","0","0","0"
146,"scenario 5","ignorance","6","0","91","5"
148,"scenario 5","ignorance","100","100","100","100"
158,"scenario 5","ignorance","19","12","92","74"
161,"scenario 5","ignorance","0","91","100","100"
162,"scenario 5","ignorance","100","100","100","100"
170,"scenario 5","ignorance","0","32","0","7"
178,"scenario 5","ignorance","4","76","3","3"
180,"scenario 5","ignorance","43","72","51","64"
181,"scenario 5","ignorance","0","6","2","0"
183,"scenario 5","ignorance","74","88","95","97"
186,"scenario 5","ignorance","94","93","97","98"
187,"scenario 5","ignorance","0","0","7","5"
190,"scenario 5","ignorance","100","100","100","100"
192,"scenario 5","ignorance","84","82","83","96"
195,"scenario 5","ignorance","91","96","100","86"
201,"scenario 5","ignorance","23","23","57","39"
203,"scenario 5","ignorance","0","0","0","0"
210,"scenario 5","ignorance","0","0","0","0"
222,"scenario 5","ignorance","34","38","81","77"
225,"scenario 5","ignorance","100","100","100","100"
236,"scenario 5","ignorance","0","0","0","0"
239,"scenario 5","ignorance","0","3","0","0"
240,"scenario 5","ignorance","100","81","100","88"
245,"scenario 5","ignorance","0","14","0","0"
250,"scenario 5","ignorance","36","45","50","39"
252,"scenario 5","ignorance","0","38","24","2"
257,"scenario 5","ignorance","0","0","0","0"
261,"scenario 5","ignorance","0","1","0","0"
267,"scenario 5","ignorance","99","63","73","81"
272,"scenario 5","ignorance","100","92","100","100"
275,"scenario 5","ignorance","34","64","66","48"
278,"scenario 5","ignorance","0","14","5","19"
286,"scenario 5","ignorance","0","0","0","0"
287,"scenario 5","ignorance","79","77","92","93"
296,"scenario 5","ignorance","84","68","75","72"
298,"scenario 5","ignorance","60","64","75","71"
300,"scenario 5","ignorance","59","59","50","72"
302,"scenario 5","ignorance","0","0","0","0"
309,"scenario 5","ignorance","88","91","46","29"
312,"scenario 5","ignorance","92","92","97","95"
316,"scenario 5","ignorance","0","0","0","0"
321,"scenario 5","ignorance","0","10","0","0"
323,"scenario 5","ignorance","10","8","8","0"
324,"scenario 5","ignorance","0","0","0","0"
327,"scenario 5","ignorance","20","10","5","7"
328,"scenario 5","ignorance","100","100","100","100"
335,"scenario 5","ignorance","10","100","100","100"
336,"scenario 5","ignorance","80","93","83","97"
339,"scenario 5","ignorance","53","59","82","63"
351,"scenario 5","ignorance","0","0","0","0"
352,"scenario 5","ignorance","98","75","100","100"
359,"scenario 5","ignorance","25","32","0","50"
360,"scenario 5","ignorance","0","51","51","23"
361,"scenario 5","ignorance","29","60","71","82"
363,"scenario 5","ignorance","100","99","100","100"
367,"scenario 5","ignorance","52","60","50","50"
371,"scenario 5","ignorance","100","100","100","100"
372,"scenario 5","ignorance","100","51","100","100"
383,"scenario 5","ignorance","71","100","100","100"
388,"scenario 5","ignorance","60","80","90","83"
390,"scenario 5","ignorance","61","65","55","43"
391,"scenario 5","ignorance","22","11","0","12"
395,"scenario 5","ignorance","65","35","38","40"
397,"scenario 5","ignorance","0","0","75","0"
4,"scenario 6","knowledge","20","41","73","24"
9,"scenario 6","knowledge","34","66","100","66"
13,"scenario 6","knowledge","0","9","20","1"
15,"scenario 6","knowledge","26","33","3","31"
18,"scenario 6","knowledge","100","100","100","100"
20,"scenario 6","knowledge","5","22","7","16"
27,"scenario 6","knowledge","60","44","50","39"
30,"scenario 6","knowledge","0","3","2","1"
35,"scenario 6","knowledge","100","100","100","100"
41,"scenario 6","knowledge","41","40","100","81"
46,"scenario 6","knowledge","0","0","50","0"
53,"scenario 6","knowledge","0","0","0","0"
55,"scenario 6","knowledge","100","92","100","100"
59,"scenario 6","knowledge","12","34","72","69"
61,"scenario 6","knowledge","4","8","16","10"
62,"scenario 6","knowledge","9","82","100","100"
68,"scenario 6","knowledge","11","10","5","10"
69,"scenario 6","knowledge","49","50","63","47"
72,"scenario 6","knowledge","0","0","0","0"
74,"scenario 6","knowledge","49","21","51","37"
76,"scenario 6","knowledge","19","40","99","84"
80,"scenario 6","knowledge","0","0","0","0"
86,"scenario 6","knowledge","50","52","66","53"
91,"scenario 6","knowledge","100","91","92","97"
92,"scenario 6","knowledge","5","3","9","3"
99,"scenario 6","knowledge","54","74","49","75"
101,"scenario 6","knowledge","14","12","50","0"
102,"scenario 6","knowledge","0","3","100","0"
109,"scenario 6","knowledge","100","89","98","98"
113,"scenario 6","knowledge","92","80","100","93"
114,"scenario 6","knowledge","84","95","96","96"
125,"scenario 6","knowledge","93","100","100","100"
128,"scenario 6","knowledge","0","0","64","58"
135,"scenario 6","knowledge","0","30","100","29"
138,"scenario 6","knowledge","0","12","20","14"
142,"scenario 6","knowledge","10","28","46","14"
143,"scenario 6","knowledge","30","1","1","2"
150,"scenario 6","knowledge","33","52","56","28"
158,"scenario 6","knowledge","9","3","7","3"
166,"scenario 6","knowledge","100","80","82","81"
167,"scenario 6","knowledge","0","1","51","1"
168,"scenario 6","knowledge","0","0","72","0"
169,"scenario 6","knowledge","14","36","24","31"
170,"scenario 6","knowledge","67","89","60","53"
173,"scenario 6","knowledge","9","43","100","70"
184,"scenario 6","knowledge","7","16","64","17"
186,"scenario 6","knowledge","57","57","70","62"
189,"scenario 6","knowledge","0","5","78","0"
193,"scenario 6","knowledge","27","20","29","22"
197,"scenario 6","knowledge","0","0","51","0"
205,"scenario 6","knowledge","100","100","100","100"
216,"scenario 6","knowledge","71","36","54","47"
217,"scenario 6","knowledge","80","80","84","83"
220,"scenario 6","knowledge","100","100","100","100"
221,"scenario 6","knowledge","2","10","3","10"
224,"scenario 6","knowledge","69","14","73","57"
225,"scenario 6","knowledge","9","6","12","6"
228,"scenario 6","knowledge","9","5","51","8"
229,"scenario 6","knowledge","10","27","93","60"
235,"scenario 6","knowledge","81","95","100","100"
236,"scenario 6","knowledge","0","36","100","18"
241,"scenario 6","knowledge","60","48","61","44"
243,"scenario 6","knowledge","59","40","82","69"
244,"scenario 6","knowledge","19","19","61","10"
245,"scenario 6","knowledge","99","94","93","91"
249,"scenario 6","knowledge","19","19","10","51"
259,"scenario 6","knowledge","38","65","100","77"
261,"scenario 6","knowledge","0","0","3","0"
262,"scenario 6","knowledge","81","60","100","76"
269,"scenario 6","knowledge","100","100","100","100"
270,"scenario 6","knowledge","0","0","0","0"
276,"scenario 6","knowledge","100","100","100","100"
284,"scenario 6","knowledge","0","59","100","100"
287,"scenario 6","knowledge","0","7","0","2"
289,"scenario 6","knowledge","65","55","68","58"
292,"scenario 6","knowledge","100","100","100","100"
301,"scenario 6","knowledge","0","0","0","0"
303,"scenario 6","knowledge","100","81","100","83"
305,"scenario 6","knowledge","0","10","10","12"
307,"scenario 6","knowledge","65","70","72","68"
311,"scenario 6","knowledge","0","0","25","12"
312,"scenario 6","knowledge","65","72","92","89"
315,"scenario 6","knowledge","73","69","100","98"
320,"scenario 6","knowledge","96","90","100","93"
338,"scenario 6","knowledge","72","65","72","56"
348,"scenario 6","knowledge","0","0","49","0"
350,"scenario 6","knowledge","86","87","36","35"
353,"scenario 6","knowledge","71","100","100","100"
354,"scenario 6","knowledge","5","16","6","4"
358,"scenario 6","knowledge","3","9","100","2"
362,"scenario 6","knowledge","0","70","100","71"
367,"scenario 6","knowledge","0","0","20","0"
374,"scenario 6","knowledge","0","0","0","0"
375,"scenario 6","knowledge","50","61","61","58"
377,"scenario 6","knowledge","52","60","48","58"
379,"scenario 6","knowledge","73","83","98","76"
382,"scenario 6","knowledge","0","11","50","13"
384,"scenario 6","knowledge","71","40","81","61"
387,"scenario 6","knowledge","86","91","100","99"
401,"scenario 6","knowledge","34","29","100","18"
1,"scenario 6","ignorance","51","40","65","38"
6,"scenario 6","ignorance","2","2","6","2"
7,"scenario 6","ignorance","52","49","49","49"
17,"scenario 6","ignorance","76","9","86","8"
22,"scenario 6","ignorance","19","14","100","49"
26,"scenario 6","ignorance","0","18","53","31"
31,"scenario 6","ignorance","100","50","100","100"
32,"scenario 6","ignorance","71","49","65","65"
33,"scenario 6","ignorance","30","85","100","71"
34,"scenario 6","ignorance","86","89","84","94"
42,"scenario 6","ignorance","2","6","6","7"
44,"scenario 6","ignorance","100","94","100","100"
49,"scenario 6","ignorance","0","0","0","0"
50,"scenario 6","ignorance","26","7","13","9"
58,"scenario 6","ignorance","0","1","47","0"
60,"scenario 6","ignorance","87","100","100","100"
63,"scenario 6","ignorance","35","70","76","84"
70,"scenario 6","ignorance","0","0","3","0"
77,"scenario 6","ignorance","0","45","61","62"
79,"scenario 6","ignorance","0","0","0","0"
81,"scenario 6","ignorance","40","45","39","45"
82,"scenario 6","ignorance","50","23","24","0"
83,"scenario 6","ignorance","100","100","100","100"
87,"scenario 6","ignorance","100","55","42","54"
89,"scenario 6","ignorance","0","0","0","0"
105,"scenario 6","ignorance","8","2","15","7"
107,"scenario 6","ignorance","0","0","51","0"
112,"scenario 6","ignorance","29","60","82","94"
116,"scenario 6","ignorance","21","13","11","10"
118,"scenario 6","ignorance","50","6","48","14"
120,"scenario 6","ignorance","100","14","100","30"
121,"scenario 6","ignorance","56","29","83","59"
124,"scenario 6","ignorance","100","92","100","97"
136,"scenario 6","ignorance","70","68","68","67"
140,"scenario 6","ignorance","6","1","1","0"
141,"scenario 6","ignorance","83","92","100","92"
144,"scenario 6","ignorance","51","71","87","63"
155,"scenario 6","ignorance","5","8","16","5"
159,"scenario 6","ignorance","82","86","93","94"
164,"scenario 6","ignorance","0","0","0","0"
165,"scenario 6","ignorance","40","30","53","9"
171,"scenario 6","ignorance","51","66","57","65"
172,"scenario 6","ignorance","66","58","100","71"
175,"scenario 6","ignorance","72","2","51","2"
183,"scenario 6","ignorance","26","2","35","18"
191,"scenario 6","ignorance","0","2","100","33"
198,"scenario 6","ignorance","3","100","100","100"
199,"scenario 6","ignorance","32","63","73","57"
200,"scenario 6","ignorance","100","51","100","53"
206,"scenario 6","ignorance","30","14","83","32"
207,"scenario 6","ignorance","71","66","85","65"
208,"scenario 6","ignorance","19","39","62","51"
209,"scenario 6","ignorance","90","52","92","69"
210,"scenario 6","ignorance","0","0","0","0"
211,"scenario 6","ignorance","30","49","44","52"
213,"scenario 6","ignorance","48","41","51","47"
218,"scenario 6","ignorance","17","34","46","25"
226,"scenario 6","ignorance","80","92","98","91"
237,"scenario 6","ignorance","23","82","88","74"
240,"scenario 6","ignorance","0","0","94","0"
246,"scenario 6","ignorance","100","100","100","100"
250,"scenario 6","ignorance","37","35","29","31"
251,"scenario 6","ignorance","0","0","0","0"
254,"scenario 6","ignorance","88","87","100","100"
257,"scenario 6","ignorance","61","81","100","100"
258,"scenario 6","ignorance","0","50","49","49"
260,"scenario 6","ignorance","21","83","13","6"
268,"scenario 6","ignorance","0","19","100","8"
271,"scenario 6","ignorance","100","0","81","13"
282,"scenario 6","ignorance","66","76","92","77"
283,"scenario 6","ignorance","0","10","50","0"
285,"scenario 6","ignorance","15","10","14","12"
288,"scenario 6","ignorance","16","15","78","10"
296,"scenario 6","ignorance","18","18","23","23"
298,"scenario 6","ignorance","30","31","46","23"
300,"scenario 6","ignorance","33","24","18","30"
304,"scenario 6","ignorance","1","50","61","0"
306,"scenario 6","ignorance","2","79","8","7"
316,"scenario 6","ignorance","27","76","52","28"
321,"scenario 6","ignorance","45","63","96","58"
322,"scenario 6","ignorance","24","35","81","94"
324,"scenario 6","ignorance","69","81","71","85"
327,"scenario 6","ignorance","12","16","16","62"
328,"scenario 6","ignorance","0","0","51","0"
333,"scenario 6","ignorance","30","38","49","40"
335,"scenario 6","ignorance","0","50","100","74"
341,"scenario 6","ignorance","100","0","100","91"
342,"scenario 6","ignorance","0","6","0","0"
343,"scenario 6","ignorance","26","84","55","53"
347,"scenario 6","ignorance","0","20","27","10"
356,"scenario 6","ignorance","40","52","72","53"
360,"scenario 6","ignorance","0","19","52","23"
364,"scenario 6","ignorance","0","100","100","83"
365,"scenario 6","ignorance","3","2","85","8"
372,"scenario 6","ignorance","100","94","100","100"
376,"scenario 6","ignorance","71","92","100","96"
380,"scenario 6","ignorance","35","66","81","90"
383,"scenario 6","ignorance","9","60","40","40"
390,"scenario 6","ignorance","58","66","74","66"
397,"scenario 6","ignorance","12","19","32","31"
400,"scenario 6","ignorance","40","40","39","39"
4,"scenario 7","knowledge","0","0","51","0"
6,"scenario 7","knowledge","50","81","90","88"
14,"scenario 7","knowledge","15","8","31","17"
15,"scenario 7","knowledge","0","46","100","33"
17,"scenario 7","knowledge","0","43","60","68"
21,"scenario 7","knowledge","29","50","25","25"
23,"scenario 7","knowledge","29","18","17","18"
28,"scenario 7","knowledge","0","30","100","43"
36,"scenario 7","knowledge","50","60","61","42"
39,"scenario 7","knowledge","0","14","0","0"
40,"scenario 7","knowledge","0","0","0","0"
43,"scenario 7","knowledge","0","91","100","100"
49,"scenario 7","knowledge","0","50","100","100"
50,"scenario 7","knowledge","41","81","73","85"
56,"scenario 7","knowledge","9","30","20","4"
